kural,verification,pal,iyal,adhigaram,adhigaramName,adi,siraPos,sira,togai,sol,split,category,ilakkanam,vetrumai,todar,gloss,confidence
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,உள்ளுவன்,,உள்ளுவன்,உள்ளு+வன்,வினை,தெரிநிலைவினைமுற்று,,,I would recall/think of,0.8
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,மன்யான்,,மன்,மன்,இடை,அசைநிலை,,,expletive (here: contrary/wishful sense),0.66
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,மன்யான்,,யான்,யான்,பெயர்,சுட்டுப்பெயர்,,,I,0.85
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,மறப்பின்,,மறப்பின்,மற(ப்)+இன்,வினை,வினையெச்சம்,,,if (I) forget,0.72
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,மறப்பறியேன்,,மறப்பு,மறப்பு,பெயர்,தொழிற்பெயர்,2:ஐ:செயப்படுபொருள்,,forgetting,0.6
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,மறப்பறியேன்,,அறியேன்,அறி+ஏன்,வினை,எதிர்மறைவினைமுற்று,,,I know not (I never forget),0.7
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,ஒள்ளமர்க்,பண்புத்தொகை,ஒள்,ஒள்(ளிய),பெயர்,பண்புப்பெயர்,,அடைமொழி,bright/lustrous,0.7
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,ஒள்ளமர்க்,பண்புத்தொகை,அமர்,அமர்,பெயர்,பொருட்பெயர்,,அடைமொழி,battle/conflict (of eyes),0.6
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,2,கண்ணாள்,,கண்ணாள்,கண்+ணாள்,பெயர்,வினையாலணையும்பெயர்,,,she with (such) eyes,0.68
1125,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,3,குணம்,,குணம்,குணம்,பெயர்,பண்புப்பெயர்,2:ஐ:செயப்படுபொருள்,,qualities/charms (object),0.78
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,கண்ணுள்ளின்,,கண்,கண்+உள்+இன்,பெயர்,சினைப்பெயர்,5:இன்:நீங்கல்/ஒப்பு,,eye,0.72
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,கண்ணுள்ளின்,,உள்,உள்,பெயர்,இடப்பெயர்,7:உள்:இடம்,,within/inside,0.7
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,கண்ணுள்ளின்,,இன்,இன்,இடை,வேற்றுமைஉருபு,5:இன்:நீங்கல்/ஒப்பு,,from (ablative),0.62
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,போகார்,,போகார்,போ(க)+ஆர்,வினை,எதிர்மறைவினைமுற்று,,,(they) do not go/leave,0.72
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,இமைப்பின்,,இமைப்பின்,இமை(ப்)+இன்,வினை,வினையெச்சம்,,,if (eyes) blink/close,0.74
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,பருகுவரா,,பருகுவரா,பருகுவர்+ஆ,வினை,எதிர்மறைவினைமுற்று,,,(they) are not pained / do not suffer,0.55
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,நுண்ணியர்எம்,,நுண்ணியர்,நுண்(மை)+இயர்,வினை,குறிப்புவினைமுற்று,,,(they) are subtle ones,0.6
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,நுண்ணியர்எம்,,எம்,எம்,பெயர்,சுட்டுப்பெயர்,6:அது:உடைமை,,our/my,0.66
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,2,காத,,காதல்,காத(ல்),பெயர்,பண்புப்பெயர்,,அடைமொழி,love (part of காதலவர்),0.6
1126,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,3,லவர்,,அவர்,(காதல்)+அவர்,பெயர்,வினையாலணையும்பெயர்,,,"the loved one (=my lover, honorific plural)",0.64
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,கண்ணுள்ளார்,,கண்,கண்+உள்,பெயர்,சினைப்பெயர்,7:உள்:இடம்,,eye,0.72
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,கண்ணுள்ளார்,,உள்ளார்,உள்+ஆர்,பெயர்,வினையாலணையும்பெயர்,,,(he who) is within (the eye),0.66
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,காத,,காதல்,காத(ல்),பெயர்,பண்புப்பெயர்,,அடைமொழி,love (part of காதலவர்),0.6
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,லவராகக்,,அவர்,(காதல்)+அவர்,பெயர்,வினையாலணையும்பெயர்,,,the loved one (=my lover),0.64
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,லவராகக்,,ஆகக்,ஆக,வினை,வினையெச்சம்,,,being / since (he) is,0.72
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,கண்ணும்,,கண்,கண்+உம்,பெயர்,சினைப்பெயர்,2:ஐ:செயப்படுபொருள்,,eye (even/also the eye),0.72
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,கண்ணும்,,உம்,உம்,இடை,உம்மை,,,even/also (emphatic),0.78
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,எழுதேம்,,எழுதேம்,எழுது+ஏம்,வினை,எதிர்மறைவினைமுற்று,,,we will not paint/draw (collyrium),0.7
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,2,கரப்பாக்கு,,கரப்பாக்கு,கரப்பு+ஆக்கு,பெயர்,தொழிற்பெயர்,2:ஐ:செயப்படுபொருள்,,(his) hiding/concealment,0.58
1127,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,3,அறிந்து,,அறிந்து,அறி+ந்து,வினை,வினையெச்சம்,,,knowing/having known,0.85
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,நெஞ்சத்தார்,,நெஞ்சத்து,நெஞ்சு+அத்து,பெயர்,சினைப்பெயர்,7:கண்:இடம்,,heart (in the heart),0.68
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,நெஞ்சத்தார்,,ஆர்,ஆர்,பெயர்,வினையாலணையும்பெயர்,,,(he who) dwells (=lover),0.6
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,காத,,காதல்,காத(ல்),பெயர்,பண்புப்பெயர்,,அடைமொழி,love (part of காதலவர்),0.6
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,லவராக,,அவர்,(காதல்)+அவர்,பெயர்,வினையாலணையும்பெயர்,,,the loved one (=my lover),0.64
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,லவராக,,ஆக,ஆக,வினை,வினையெச்சம்,,,being / since (he) is,0.72
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,வெய்துண்டல்,பண்புத்தொகை,வெய்து,வெய்(மை)+து,பெயர்,பண்புப்பெயர்,,அடைமொழி,hot (thing),0.62
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,வெய்துண்டல்,பண்புத்தொகை,உண்டல்,உண்+தல்,பெயர்,தொழிற்பெயர்,,,eating,0.78
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,அஞ்சுதும்,,அஞ்சுதும்,அஞ்சு+தும்,வினை,தெரிநிலைவினைமுற்று,,,we fear,0.76
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,2,வேபாக்,,வேபாக்கு,வே(வு)+பாக்கு,பெயர்,தொழிற்பெயர்,2:ஐ:செயப்படுபொருள்,,(his) getting burnt/scorched,0.55
1128,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,3,கறிந்து,,அறிந்து,அறி+ந்து,வினை,வினையெச்சம்,,,knowing/having known,0.82
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,இமைப்பின்,,இமைப்பின்,இமை(ப்)+இன்,வினை,வினையெச்சம்,,,if (eyes) blink,0.74
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,கரப்பாக்கு,,கரப்பாக்கு,கரப்பு+ஆக்கு,பெயர்,தொழிற்பெயர்,2:ஐ:செயப்படுபொருள்,,(his) hiding/concealment,0.58
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,அறிவல்,,அறிவல்,அறி+வல்,வினை,தெரிநிலைவினைமுற்று,,,I know/realize,0.78
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,அனைத்திற்கே,,அனைத்து,அனைத்து+கு,பெயர்,சுட்டுப்பெயர்,4:கு:கொடை/நோக்கம்,,for just that much,0.6
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,அனைத்திற்கே,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,for/to,0.78
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,அனைத்திற்கே,,ஏ,ஏ,இடை,ஏகாரம்,,,emphatic ஏ (only/even),0.72
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,ஏதிலர்,,ஏதிலர்,ஏதில்+அர்,வினை,குறிப்புவினைமுற்று,,,(he is) a stranger / loveless one,0.6
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,2,என்னும்,,என்னும்,என்+னும்,வினை,பெயரெச்சம்,,,(that which) says/calls,0.6
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,3,இவ்,,இவ்,இ+வ்,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,this,0.8
1129,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,4,வூர்,,ஊர்,ஊர்,பெயர்,இடப்பெயர்,,,the town(s-folk),0.85
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,உவந்துறைவர்,,உவந்து,உவ(ந்)+து,வினை,வினையெச்சம்,,,rejoicing/being glad,0.78
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,1,உவந்துறைவர்,,உறைவர்,உறை+வர்,வினை,தெரிநிலைவினைமுற்று,,,(he) dwells,0.74
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,உள்ளத்துள்,,உள்ளத்து,உள்ளம்+அத்து,பெயர்,பொருட்பெயர்,7:உள்:இடம்,,heart/mind,0.72
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,2,உள்ளத்துள்,,உள்,உள்,பெயர்,இடப்பெயர்,7:உள்:இடம்,,within (in the heart),0.72
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,என்றும்,,என்று,என்று+உம்,பெயர்,காலப்பெயர்,,,always/ever,0.7
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,3,என்றும்,,உம்,உம்,இடை,உம்மை,,,ever (inclusive உம்),0.72
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,இகந்துறைவர்,,இகந்து,இக(ந்)+து,வினை,வினையெச்சம்,,,departing/being apart,0.72
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,1,4,இகந்துறைவர்,,உறைவர்,உறை+வர்,வினை,தெரிநிலைவினைமுற்று,,,(they say he) dwells apart,0.7
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,1,ஏதிலர்,,ஏதிலர்,ஏதில்+அர்,வினை,குறிப்புவினைமுற்று,,,(he is) loveless/stranger,0.6
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,2,என்னும்,,என்னும்,என்+னும்,வினை,பெயரெச்சம்,,,(that which) says,0.6
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,3,இவ்,,இவ்,இ+வ்,பெயர்,சுட்டுப்பெயர்,,அடைமொழி,this,0.8
1130,verified,காமத்துப்பால்,களவியல்,113,காதற் சிறப்புரைத்தல்,2,4,வூர்,,ஊர்,ஊர்,பெயர்,இடப்பெயர்,,,the townsfolk,0.85
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,காமம்,,காமம்,காமம்,பெயர்,பண்புப்பெயர்,,,"passion, lust",0.85
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,உழந்து,,உழந்து,உழ-ந்த்-உ,வினை,வினையெச்சம்,,,having suffered,0.85
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,வருந்தினார்க்கு,,வருந்தினார்,வருந்தினார்,பெயர்,வினையாலணையும்பெயர்,,,those who grieved,0.85
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,வருந்தினார்க்கு,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,to/for (dative),0.85
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,ஏமம்,,ஏமம்,ஏமம்,பெயர்,பண்புப்பெயர்,,,"protection, safeguard",0.7
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,மடலல்லது,,மடல்,மடல்,பெயர்,பொருட்பெயர்,,,palmyra-stem horse (madal),0.85
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,மடலல்லது,,அல்லது,அல்லது,இடை,எதிர்மறைஇடை,,,"other than, except",0.8
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,இல்லை,,இல்லை,இல்லை,வினை,எதிர்மறைவினைமுற்று,,,"is not, there is none",0.8
1131,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,3,வலி,,வலி,வலி,பெயர்,பண்புப்பெயர்,,,"strength, powerful aid",0.8
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,நோனா,,நோனா,நோன்-ஆ,வினை,எதிர்மறைபெயரெச்சம்,,,that cannot endure,0.78
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,உடம்பும்,,உடம்பு,உடம்பு,பெயர்,பொருட்பெயர்,,,body,0.88
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,உடம்பும்,,உம்,உம்,இடை,உம்மை,,,and (enumerative),0.9
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,உயிரும்,,உயிர்,உயிர்,பெயர்,பொருட்பெயர்,,,"life, soul",0.88
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,உயிரும்,,உம்,உம்,இடை,உம்மை,,,and (enumerative),0.9
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,மடலேறும்,,மடல்,மடல்,பெயர்,பொருட்பெயர்,2:ஐ:செயப்படுபொருள்,,madal (palm-horse),0.7
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,மடலேறும்,,ஏறும்,ஏறு-உம்,வினை,தெரிநிலைவினைமுற்று,,,will mount/ride,0.72
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,நாணினை,,நாண்,நாண்-இன்-ஐ,பெயர்,பண்புப்பெயர்,2:ஐ:செயப்படுபொருள்,,"modesty, shame (acc.)",0.85
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,நாணினை,,இன்,இன்,இடை,சாரியை,,,euphonic infix (saariyai),0.7
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,நீக்கி,,நீக்கி,நீக்கு-இ,வினை,வினையெச்சம்,,,having removed,0.88
1132,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,3,நிறுத்து,,நிறுத்து,நிறுத்து,வினை,வினையெச்சம்,,,having set aside / stopped,0.72
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,நாணொடு,,நாண்,நாண்-ஒடு,பெயர்,பண்புப்பெயர்,3:ஒடு:கருவி/உடன்,,with modesty,0.8
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,நாணொடு,,ஒடு,ஒடு,இடை,வேற்றுமைஉருபு,3:ஒடு:கருவி/உடன்,,with (sociative),0.85
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,நல்லாண்மை,பண்புத்தொகை,நல்,நல்,உரி,உரிச்சொல்,,அடைமொழி,good,0.72
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,நல்லாண்மை,பண்புத்தொகை,ஆண்மை,ஆண்மை,பெயர்,பண்புப்பெயர்,,,manliness,0.85
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,பண்டுடையேன்,,பண்டு,பண்டு,பெயர்,காலப்பெயர்,,,"formerly, of old",0.82
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,பண்டுடையேன்,,உடையேன்,உடை-ஏன்,வினை,குறிப்புவினைமுற்று,,,I possessed,0.8
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,இன்றுடையேன்,,இன்று,இன்று,பெயர்,காலப்பெயர்,,,"today, now",0.82
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,இன்றுடையேன்,,உடையேன்,உடை-ஏன்,வினை,குறிப்புவினைமுற்று,,,I possess,0.8
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,காமுற்றார்,,காமுற்றார்,காமம்-உற்று-ஆர்,பெயர்,வினையாலணையும்பெயர்,,,those filled with passion,0.8
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,ஏறும்,,ஏறும்,ஏறு-உம்,வினை,பெயரெச்சம்,,,that (they) mount,0.78
1133,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,3,மடல்,,மடல்,மடல்,பெயர்,பொருட்பெயர்,,,madal (palm-horse),0.85
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,காமக்,,காமம்,காமம்,பெயர்,பண்புப்பெயர்,,அடைமொழி,of passion (attributive),0.75
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,கடும்புனல்,பண்புத்தொகை,கடும்,கடு-ம்,உரி,உரிச்சொல்,,அடைமொழி,"fierce, swift",0.78
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,கடும்புனல்,பண்புத்தொகை,புனல்,புனல்,பெயர்,பொருட்பெயர்,,,"flood, water",0.85
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,உய்க்கும்,,உய்க்கும்,உய்-க்கு-உம்,வினை,தெரிநிலைவினைமுற்று,,,sweeps/carries away,0.7
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,நாணொடு,,நாண்,நாண்-ஒடு,பெயர்,பண்புப்பெயர்,3:ஒடு:கருவி/உடன்,,modesty (with),0.8
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,நாணொடு,,ஒடு,ஒடு,இடை,வேற்றுமைஉருபு,3:ஒடு:கருவி/உடன்,,and / with (sociative),0.82
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,நல்லாண்மை,பண்புத்தொகை,நல்,நல்,உரி,உரிச்சொல்,,அடைமொழி,good,0.72
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,நல்லாண்மை,பண்புத்தொகை,ஆண்மை,ஆண்மை,பெயர்,பண்புப்பெயர்,,,"manliness, firmness",0.85
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,என்னும்,,என்னும்,என்-உம்,வினை,பெயரெச்சம்,,,"called, named (that is)",0.8
1134,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,3,புணை,,புணை,புணை,பெயர்,பொருட்பெயர்,,,"raft, float",0.85
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,தொடலைக்,,தொடலை,தொடலை,பெயர்,பொருட்பெயர்,,அடைமொழி,garland-like string,0.6
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,குறுந்தொடி,அன்மொழித்தொகை,குறு,குறு,உரி,உரிச்சொல்,,அடைமொழி,"small, short",0.72
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,குறுந்தொடி,அன்மொழித்தொகை,தொடி,தொடி,பெயர்,பொருட்பெயர்,,,she of small bangles (the maid),0.7
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,தந்தாள்,,தந்தாள்,தா-ந்த்-ஆள்,வினை,தெரிநிலைவினைமுற்று,,,she gave,0.88
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,மடலொடு,,மடல்,மடல்-ஒடு,பெயர்,பொருட்பெயர்,3:ஒடு:கருவி/உடன்,,with the madal,0.82
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,மடலொடு,,ஒடு,ஒடு,இடை,வேற்றுமைஉருபு,3:ஒடு:கருவி/உடன்,,along with (sociative),0.85
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,மாலை,,மாலை,மாலை,பெயர்,காலப்பெயர்,,,evening,0.78
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,உழக்கும்,,உழக்கும்,உழக்கு-உம்,வினை,பெயரெச்சம்,,,that distresses,0.68
1135,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,3,துயர்,,துயர்,துயர்,பெயர்,பண்புப்பெயர்,,,"sorrow, anguish",0.82
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,மடலூர்தல்,,மடல்,மடல்-ஊர்தல்,பெயர்,பொருட்பெயர்,,அடைமொழி,madal,0.75
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,மடலூர்தல்,,ஊர்தல்,ஊர்-தல்,பெயர்,தொழிற்பெயர்,,,riding (act of),0.85
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,யாமத்தும்,,யாமத்து,யாமம்-அத்து,பெயர்,காலப்பெயர்,7:கண்:இடம்,,at midnight (loc.),0.78
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,யாமத்தும்,,அத்து,அத்து,இடை,சாரியை,,,euphonic infix (saariyai),0.72
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,யாமத்தும்,,உம்,உம்,இடை,உம்மை,,,even (concessive),0.85
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,உள்ளுவேன்,,உள்ளுவேன்,உள்ளு-வ்-ஏன்,வினை,தெரிநிலைவினைமுற்று,,,I shall think of,0.85
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,4,மன்ற,,மன்ற,மன்ற,இடை,அசைநிலை,,,"surely, certainly (expletive)",0.78
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,படல்ஒல்லா,,படல்,படு-தல்,பெயர்,தொழிற்பெயர்,,,sleeping (act of),0.72
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,1,படல்ஒல்லா,,ஒல்லா,ஒல்-ஆ,வினை,எதிர்மறைபெயரெச்சம்,,,that cannot / will not,0.75
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,பேதைக்கென்,,பேதை,பேதை-கு,பெயர்,பண்புப்பெயர்,4:கு:கொடை/நோக்கம்,,for the artless maid,0.72
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,பேதைக்கென்,,கு,கு,இடை,வேற்றுமைஉருபு,4:கு:கொடை/நோக்கம்,,for/on account of (dative),0.78
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,2,பேதைக்கென்,,என்,என்,பெயர்,சுட்டுப்பெயர்,6:அது:உடைமை,,my,0.68
1136,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,2,3,கண்,,கண்,கண்,பெயர்,சினைப்பெயர்,,,eyes,0.85
1137,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,கடலன்ன,,கடல்,கடல்,பெயர்,பொருட்பெயர்,,அடைமொழி,sea,0.85
1137,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,1,கடலன்ன,,அன்ன,அன்ன,இடை,உவமைஉருபு,,,like (simile particle),0.8
1137,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,2,காமம்,,காமம்,காமம்,பெயர்,பண்புப்பெயர்,,,"passion, lust",0.85
1137,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,உழந்தும்,,உழந்து,உழ-ந்த்-உ,வினை,வினையெச்சம்,,,though having suffered,0.8
1137,verified,காமத்துப்பால்,களவியல்,114,நாணுத் துறவுரைத்தல்,1,3,உழந்தும்,,உம்,உம்,இடை,உம்மை,,,"even, though (concessive)",0.82
